#,Game,Release date,Price,Userscore (Metascore),Owners,Playtime (Median)
763,Wizardry 7: Crusaders of the Dark Savant,9/10/2013,$1.24,N/A (N/A),"72,131 ±7,972",03:42 (00:22)
764,RPG Tycoon,8/4/2014,$6.29,N/A (N/A),"16,592 ±3,824",01:35 (00:48)
765,Nethergate: Resurrection,10/5/2012,$1.49,N/A (N/A),"43,555 ±6,195",02:33 (00:20)
766,DarkEnd,10/17/2014,$5.09,N/A (N/A),"20,510 ±4,251",02:49 (02:30)
768,High Strangeness,5/6/2015,$6.99,N/A (N/A),"1,131 ±1,566",00:50 (01:12)
769,Undefeated,4/3/2015,$3.99,N/A (N/A),"1,002 ±1,131",11:29 (06:53)
770,Gurumin: A Monstrous Adventure,3/30/2015,$9.99,N/A (N/A),"20,280 ±4,227",05:25 (03:42)
771,Millennium 2 - Take Me Higher,7/10/2014,$1.79,N/A (N/A),"9,679 ±2,920",02:07 (01:30)
772,Block Legend DX,2/24/2015,$4.99,N/A (N/A),"4,379 ±1,964",02:21 (02:47)
774,Dungeon of Elements,6/12/2014,$4.99,N/A (N/A),"40,098 ±5,944",04:07 (04:15)
775,Adventurer Manager,12/4/2014,$2.49,N/A (N/A),"25,349 ±4,726",13:46 (03:17)
776,Drakensang The River of Time,2/16/2011,$19.99,N/A (N/A),"20,971 ±4,299",11:00 (02:53)
777,Realm of Perpetual Guilds,5/18/2015,$2.39,N/A (N/A),"1,336 ±1,307",00:27 (00:13)
778,SilverQuest: Gaiden,12/29/2014,$2.99,N/A (N/A),"2,304 ±1,425",00:09 (00:06)
779,Sproggiwood,10/24/2014,$10.04,N/A (N/A),"6,913 ±2,468",05:44 (04:11)
781,Konung 3: Ties of the Dynasty,4/3/2014,$0.99,N/A (N/A),"16,823 ±3,850",01:49 (02:40)
782,Out There: Ω Edition,4/2/2015,$8.99,N/A (N/A),"9,448 ±2,885",03:31 (02:35)
783,Alpha Kimori™ Episode One,3/17/2014,$6.99,N/A (N/A),"52,082 ±6,774",02:12 (01:45)
784,Enemy,3/17/2015,$9.89,N/A (N/A),"2,535 ±1,494",02:23 (02:19)
785,Iesabel,10/11/2013,$1.49,N/A (N/A),"38,715 ±5,841",03:26 (00:38)
786,Doom & Destiny,3/18/2015,$9.99,N/A (N/A),"6,913 ±2,468",04:58 (04:16)
788,Darkwind: War on Wheels,8/22/2014,Free,N/A (N/A),"150,023 ±11,495",00:50 (00:06)
790,Block Story,4/25/2014,$9.99,N/A (N/A),"12,214 ±3,281",05:43 (03:25)
791,Alganon,5/19/2015,Free,N/A (N/A),"27,193 ±4,895",00:48 (00:15)
792,Crayon Chronicles,3/2/2015,$2.99,N/A (N/A),"11,983 ±3,249",00:59 (00:47)
793,Vagante,12/16/2014,$13.49,N/A (N/A),"12,675 ±3,342",08:05 (04:46)
795,Millennium 4 - Beyond Sunset,9/19/2014,$2.39,N/A (N/A),"5,300 ±2,161",05:09 (03:06)
797,Mighty Dungeons,3/3/2015,$2.99,N/A (N/A),"7,605 ±2,589",02:06 (01:35)
798,4089: Ghost Within,1/9/2015,$3.99,N/A (N/A),"2,004 ±1,600",00:52 (01:26)
799,Realms of Arkania: Blade of Destiny,7/29/2013,$5.09,N/A (N/A),"34,107 ±5,482",07:28 (00:47)
800,Hard Truck Apocalypse / Ex Machina,3/14/2014,$2.71,N/A (N/A),"22,123 ±4,415",04:58 (01:34)
801,Pixel Dungeon,5/29/2015,$4.99,N/A (N/A),"1,152 ±1,007",00:24 (00:24)
802,A Wizard's Lizard,6/16/2014,$4.99,N/A (N/A),"59,686 ±7,252",06:22 (01:25)
803,Karos,12/24/2014,Free,N/A (N/A),"230,680 ±14,252",02:15 (00:01)
804,Rampage Knights,3/27/2015,$8.99,N/A (N/A),"1,670 ±1,461",02:47 (03:31)
805,Jagged Alliance Online - Steam Edition,6/5/2013,Free,N/A (N/A),"79,966 ±8,394",09:25 (01:23)
807,ArcaniA: Fall of Setarrif,10/24/2011,$7.49,N/A (N/A),"93,793 ±9,090",02:40 (01:07)
809,Lord of the Dark Castle,4/23/2015,$4.99,N/A (N/A),"2,996 ±1,625",00:33 (00:22)
810,Trigger Saint,5/1/2015,$4.99,N/A (N/A),"2,765 ±1,561",00:09 (00:03)
812,Dungeons & Dragons: Daggerdale,6/24/2011,$14.99,N/A (N/A),"124,212 ±10,460",09:27 (01:56)
813,Frozen State,7/1/2014,$8.99,N/A (N/A),"7,374 ±2,549",03:23 (01:05)
815,The Spatials,3/30/2015,$8.70,N/A (N/A),"14,288 ±3,548",09:29 (03:58)
816,Steam Marines,9/24/2014,$5.09,N/A (N/A),"57,612 ±7,125",02:17 (00:30)
818,Dangerous,12/16/2014,$19.99,N/A (N/A),"1,670 ±1,461",00:15 (00:15)
820,BloodLust Shadowhunter,3/2/2015,$9.74,N/A (N/A),"4,341 ±2,356",03:10 (03:11)
821,Midnight's Blessing,5/25/2015,$4.99,N/A (N/A),"566 ±1,107",10:05 (10:05)
822,Dark Gates,1/26/2015,$2.49,N/A (N/A),"8,988 ±2,814",02:03 (01:17)
823,Data Hacker: Initiation,7/21/2014,$2.49,N/A (N/A),"19,588 ±4,155",07:19 (08:28)
824,Marauder,4/4/2014,$2.99,N/A (N/A),"13,366 ±3,432",06:37 (03:02)
825,Deadly Sin,3/27/2015,$4.99,N/A (N/A),"1,383 ±1,103",06:44 (02:14)
827,Choice of the Deathless,8/29/2014,$1.79,N/A (N/A),"12,444 ±3,311",02:55 (02:37)
828,The Memory of Eldurim,2/7/2014,$19.99,N/A (N/A),"4,148 ±1,912",04:29 (01:24)
829,"On the Rain-Slick Precipice of Darkness, Episode Two",11/7/2008,$7.99,N/A (N/A),"223,536 ±14,030",06:40 (05:51)
830,Shadow Hunter,4/20/2015,Free,N/A (N/A),"13,597 ±3,461",00:12 (00:12)
831,Chronicles of a Dark Lord: Episode II War of The Abyss,1/16/2015,$3.49,N/A (N/A),"8,066 ±2,666",08:29 (10:54)
833,Dungeons & Dragons: Chronicles of Mystara,6/18/2013,$5.99,N/A (N/A),"77,892 ±8,284",02:29 (01:24)
834,Adventure Time: The Secret Of The Nameless Kingdom,11/18/2014,$19.99,N/A (N/A),"3,226 ±1,686",05:02 (08:27)
835,FATE: Undiscovered Realms,4/17/2014,$7.99,N/A (N/A),"48,164 ±6,515",01:43 (01:01)
836,"Once Bitten, Twice Dead!",5/12/2015,$4.99,N/A (N/A),"4,379 ±1,964",04:10 (02:05)
837,BossConstructor,11/4/2014,$12.05,N/A (N/A),"2,004 ±1,600",03:55 (05:16)
838,Northmark: Hour of the Wolf,8/2/2014,$4.99,N/A (N/A),"11,753 ±3,218",01:48 (01:00)
840,Dungeoncraft,6/5/2015,$9.99,N/A (N/A),"566 ±1,107",00:06 (00:06)
842,Vagrant Hearts,2/27/2015,$3.99,N/A (N/A),"1,152 ±1,007",00:51 (00:17)
843,Nekro,5/2/2014,$9.99,N/A (N/A),"34,107 ±5,482",02:31 (01:45)
844,Forsaken Uprising,12/3/2014,$0.59,N/A (N/A),"18,666 ±4,056",02:18 (01:18)
845,I Shall Remain,5/9/2014,$9.89,N/A (N/A),"3,918 ±1,858",05:21 (05:31)
846,Desert Law,3/25/2015,$1.24,N/A (N/A),"1,336 ±1,307",00:43 (00:47)
847,Dungeon of gain,1/1/2015,$2.99,N/A (N/A),"4,609 ±2,015",00:03 (00:02)
848,StarCrawlers,3/17/2015,$19.99,N/A (N/A),"5,300 ±2,161",06:57 (04:55)
850,Battlepaths,5/30/2014,$0.99,N/A (N/A),"161,775 ±11,937",03:03 (02:00)
851,The Forest of Doom,10/30/2014,$2.99,N/A (N/A),"26,963 ±4,874",01:20 (01:15)
852,Soul Locus,4/30/2015,$9.89,N/A (N/A),668 ±924,10:53 (10:52)
853,The Dark Stone from Mebara,2/27/2015,$3.99,N/A (N/A),"566 ±1,107",00:10 (00:10)
854,Sword of Asumi,1/8/2015,$4.99,N/A (N/A),"20,740 ±4,275",01:42 (01:18)
856,FATE: The Traitor Soul,8/27/2014,$7.99,N/A (N/A),"20,510 ±4,251",04:55 (01:31)
857,EverQuest Free-to-Play,12/13/2012,Free,N/A (N/A),"212,705 ±13,686",26:52 (01:51)
859,Agapan,5/29/2015,$7.99,N/A (N/A),"566 ±1,107",00:40 (00:40)
860,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,6/25/2012,$0.39,N/A (N/A),"283,914 ±15,810",03:58 (01:07)
861,Tsukumogami,5/31/2012,Free,N/A (N/A),"52,773 ±6,819",02:02 (00:11)
863,Tales of Adventure 2,7/14/2014,$9.99,N/A (N/A),"11,292 ±3,154",00:05 (00:04)
864,"7,62 High Calibre",4/30/2014,$1.24,N/A (N/A),"18,206 ±4,005",06:55 (02:23)
865,Skilltree Saga,12/4/2014,$2.99,N/A (N/A),"12,444 ±3,311",03:23 (03:44)
867,Malevolence: The Sword of Ahkranox,5/9/2014,$19.99,N/A (N/A),"2,304 ±1,425",04:47 (06:05)
868,Ys VI: The Ark of Napishtim,4/28/2015,$13.99,N/A (N/A),"6,453 ±2,384",04:07 (02:44)
869,"I, Gladiator",4/7/2015,$4.79,N/A (N/A),"3,457 ±1,745",12:37 (01:51)
870,HIS (Heroes In the Sky),3/3/2015,Free,N/A (N/A),"165,693 ±12,080",01:05 (00:11)
873,The Age of Decadence,11/14/2013,$22.49,N/A (N/A),"11,983 ±3,249",18:20 (04:52)
874,Heroes Rise: The Prodigy,6/17/2014,$1.79,N/A (N/A),"16,362 ±3,797",05:34 (04:30)
875,Diehard Dungeon,3/5/2014,$0.99,N/A (N/A),"39,407 ±5,893",02:09 (01:10)
876,The World Named Fred,2/27/2015,$3.99,N/A (N/A),"7,835 ±2,627",00:21 (00:33)
877,Blood Knights,11/13/2013,$3.74,N/A (N/A),"37,563 ±5,753",02:17 (02:13)
878,Celestial Command,11/20/2014,$7.99,N/A (N/A),"2,004 ±1,600",02:43 (03:10)
879,Will Fight for Food,4/22/2015,$3.95,N/A (N/A),"1,613 ±1,192",01:15 (00:49)
880,RAW - Realms of Ancient War,10/11/2012,$5.09,N/A (N/A),"360,423 ±17,810",02:53 (00:36)
881,Wrath of Athena,5/29/2015,Free,N/A (N/A),"12,905 ±3,372",00:32 (00:09)
882,Legionwood 2: Rise of the Eternal's Realm,5/16/2014,$1.49,N/A (N/A),"90,567 ±8,933",00:55 (00:59)
883,EvilQuest,2/20/2014,$0.99,N/A (N/A),"52,542 ±6,804",02:19 (01:16)
884,ルナティックドーン レジェンドパック,1/8/2015,$34.99,N/A (N/A),"1,131 ±1,566",00:14 (00:24)
885,Armello,1/22/2015,$24.99,N/A (N/A),"14,749 ±3,605",05:12 (02:58)
887,Deity Quest,1/20/2015,$4.99,N/A (N/A),"3,226 ±1,686",04:09 (04:09)
888,Zafehouse: Diaries,9/6/2013,$3.39,N/A (N/A),"40,329 ±5,961",05:33 (01:56)
889,Space Salvager,11/25/2014,$3.99,N/A (N/A),"9,909 ±2,955",00:28 (00:09)
891,Realms of Arkania 3 - Shadows over Riva Classic,1/10/2014,$1.99,N/A (N/A),"29,498 ±5,098",02:05 (00:59)
892,The Adventures of Tree,4/30/2015,$5.19,N/A (N/A),"3,918 ±1,858",04:08 (04:26)
893,16 Bit Arena,3/24/2015,Free,N/A (N/A),"43,785 ±6,211",00:01 (00:01)
894,KnightShift,9/27/2013,$6.99,N/A (N/A),"436,241 ±19,591",01:01 (00:08)
895,Hail to the King: Deathbat,10/30/2014,$5.99,N/A (N/A),"7,835 ±2,627",01:41 (01:02)
896,Faery - Legends of Avalon,6/16/2014,$3.39,N/A (N/A),"24,658 ±4,661",03:35 (01:05)
897,Avernum 4,5/11/2012,$1.49,N/A (N/A),"63,604 ±7,486",09:40 (01:03)
898,Fearless Fantasy,5/15/2014,$4.68,N/A (N/A),"57,612 ±7,125",01:02 (00:33)
899,Riddled Corpses,6/2/2015,$7.99,N/A (N/A),"3,457 ±1,745",01:41 (01:56)
901,ルナティックドーン 前途へ��道��,1/8/2015,$15.99,N/A (N/A),"1,002 ±1,131",22:37 (23:16)
902,Heroes Rise: HeroFall,7/11/2014,$2.39,N/A (N/A),"10,601 ±3,056",04:50 (04:00)
903,ROSE Online,10/23/2012,Free,N/A (N/A),"243,124 ±14,631",19:03 (00:50)
904,Minimon,3/25/2015,$4.99,N/A (N/A),"8,296 ±2,704",06:16 (04:23)
905,WazHack,2/17/2014,$4.49,N/A (N/A),"18,666 ±4,056",12:09 (04:27)
906,Pixel Heroes: Byte & Magic,2/6/2015,$2.49,N/A (N/A),"12,444 ±3,311",05:06 (02:26)
907,Spellcrafter,5/4/2015,$2.49,N/A (N/A),"1,131 ±1,566",06:05 (06:05)
909,Cinders,5/1/2014,$9.99,N/A (N/A),"45,859 ±6,357",03:29 (01:47)
910,Counter Spell,4/21/2015,$4.99,N/A (N/A),"1,697 ±1,918",01:32 (02:45)
911,Tower of Eglathia,4/6/2015,$3.99,N/A (N/A),691 ±780,00:26 (00:17)
914,Oort Online,11/13/2014,$34.99,N/A (N/A),"8,296 ±2,704",08:42 (01:36)
915,Noir Syndrome,6/4/2014,$3.49,N/A (N/A),"25,349 ±4,726",01:21 (00:53)
916,Geneforge 2,7/1/2003,$5.99,N/A (N/A),"75,357 ±8,148",16:40 (09:09)
917,TUG,3/28/2014,$19.99,N/A (N/A),"52,082 ±6,774",03:01 (00:45)
918,Alum,5/15/2015,$9.89,N/A (N/A),"1,002 ±1,131",00:02 (00:01)
919,Reckless Ruckus,3/20/2015,Free,N/A (N/A),"21,201 ±4,322",03:24 (00:08)
921,Luna: Shattered Hearts: Episode 1,11/24/2014,$4.99,N/A (N/A),"13,597 ±3,461",01:58 (01:29)
923,Chainsaw Warrior: Lords of the Night,2/17/2015,$2.99,N/A (N/A),"1,844 ±1,274",01:53 (01:05)
925,Crouching Pony Hidden Dragon,7/14/2014,$3.39,N/A (N/A),"23,275 ±4,529",00:13 (00:13)
927,SoulCraft,6/1/2015,$3.99,N/A (N/A),"1,613 ±1,192",00:12 (00:13)
