#,Game,Release date,Price,Userscore (Metascore),Owners,Playtime (Median)
733,Satellite Reign,12/11/2014,$23.99,N/A (N/A),"19,358 ±4,130",03:02 (00:50)
734,Racing Manager 2014,12/6/2013,$4.99,N/A (N/A),"15,671 ±3,716",05:36 (01:57)
736,Fake Colours,1/1/2015,$4.49,N/A (N/A),"6,453 ±2,384",00:50 (00:33)
737,City Life 2008,9/29/2008,$3.39,N/A (N/A),"21,662 ±4,369",06:58 (01:46)
738,Wildlife Park,4/1/2015,$5.59,N/A (N/A),"1,002 ±1,131",01:43 (02:32)
740,Halfway,7/22/2014,$6.49,N/A (N/A),"19,127 ±4,105",03:42 (01:43)
741,Tropico 2: Pirate Cove,7/26/2009,$1.74,N/A (N/A),"194,730 ±13,096",06:19 (00:48)
742,War on Folvos,8/8/2014,$1.99,N/A (N/A),"6,913 ±2,468",03:48 (02:25)
743,Blitzkrieg 2 Anthology,9/16/2014,$1.24,N/A (N/A),"32,724 ±5,370",09:07 (01:30)
744,Subject 9,5/6/2014,$7.99,N/A (N/A),"17,053 ±3,876",00:13 (00:13)
745,Spirits,9/4/2012,$2.99,N/A (N/A),"150,944 ±11,531",01:07 (00:23)
746,Oil Enterprise,5/22/2015,$16.99,N/A (N/A),668 ±924,01:42 (01:42)
747,US and THEM,3/18/2014,$1.49,N/A (N/A),"19,819 ±4,179",02:24 (00:33)
748,PC Gamer,9/27/2011,Free,N/A (N/A),"54,156 ±6,908",01:49 (00:21)
749,Cultures - Northland,3/26/2015,$0.99,N/A (N/A),"2,074 ±1,352",06:17 (07:28)
750,Tank Operations: European Campaign,11/22/2013,$3.74,N/A (N/A),"42,864 ±6,146",02:57 (01:21)
751,Airships: Conquer the Skies,2/25/2015,$9.99,N/A (N/A),"2,304 ±1,425",06:28 (10:17)
752,"7 Grand Steps, Step 1: What Ancients Begat",6/7/2013,$6.59,N/A (N/A),"40,329 ±5,961",05:55 (02:47)
753,9th Company - Roots of Terror,12/3/2009,$1.49,N/A (N/A),"29,728 ±5,118",05:05 (01:56)
754,The Counting Kingdom,8/5/2014,$6.99,N/A (N/A),"10,140 ±2,989",01:03 (00:50)
755,Wildlife Park 3,5/12/2014,$7.99,N/A (N/A),"62,913 ±7,445",03:34 (00:25)
757,Worlds of Magic,3/19/2015,$23.99,N/A (N/A),"11,983 ±3,249",09:49 (03:17)
759,Dark Forester,2/9/2015,$3.49,N/A (N/A),"1,697 ±1,918",04:37 (04:37)
761,Survivor Squad: Gauntlets,5/1/2015,$6.74,N/A (N/A),"2,535 ±1,494",02:56 (01:39)
762,Wildlife Park 2 - Dino World,7/17/2014,$2.79,N/A (N/A),"18,897 ±4,081",03:45 (00:58)
763,Industry Empire,7/30/2014,$14.99,N/A (N/A),"17,975 ±3,980",13:39 (04:11)
764,Game Tycoon 1.5,2/11/2014,$2.49,N/A (N/A),"20,510 ±4,251",01:14 (01:01)
765,Delve Deeper,9/24/2010,$4.99,N/A (N/A),"85,036 ±8,656",05:12 (02:22)
766,Haegemonia: The Solon Heritage,5/1/2014,$1.24,N/A (N/A),"43,555 ±6,195",00:40 (00:12)
767,Wyrmsun,5/22/2015,$3.74,N/A (N/A),"1,336 ±1,307",02:53 (04:19)
768,Majesty 2 Collection,4/19/2011,$4.99,N/A (N/A),"90,797 ±8,944",17:43 (05:50)
769,Chris Sawyer's Locomotion,3/17/2015,$2.99,N/A (N/A),"3,687 ±1,802",07:23 (02:36)
770,Entropy,12/9/2013,$19.99,N/A (N/A),"20,049 ±4,203",03:41 (01:46)
771,Westward IV,2/16/2010,$6.99,N/A (N/A),"5,531 ±2,207",12:56 (10:43)
772,Deity Quest,1/20/2015,$4.99,N/A (N/A),"3,226 ±1,686",04:09 (04:09)
773,Freedom Force vs. the 3rd Reich,5/29/2009,$3.74,N/A (N/A),"140,113 ±11,109",03:40 (00:38)
774,Magnifico,12/2/2014,$2.99,N/A (N/A),"54,617 ±6,937",01:17 (00:58)
775,Stonehearth,6/3/2015,$24.99,N/A (N/A),"43,094 ±6,162",10:07 (03:45)
776,GearCity,5/30/2014,$12.79,N/A (N/A),"10,140 ±2,989",20:34 (04:12)
777,Star Wolves 2,3/2/2010,$0.99,N/A (N/A),"53,925 ±6,893",01:36 (00:41)
778,Agent Awesome,2/17/2015,$4.99,N/A (N/A),"7,835 ±2,627",00:25 (00:16)
779,Supreme Ruler 1936,5/9/2014,$6.59,N/A (N/A),"11,292 ±3,154",48:40 (06:27)
780,Deadlock II - Shrine Wars,10/23/2014,$3.49,N/A (N/A),"2,074 ±1,352",03:11 (03:43)
781,Selknam Defense,7/25/2014,$2.49,N/A (N/A),"16,362 ±3,797",01:47 (01:06)
782,"7,62 High Calibre",4/30/2014,$1.24,N/A (N/A),"18,206 ±4,005",06:55 (02:23)
783,Pox Nora,10/15/2014,Free,N/A (N/A),"242,433 ±14,610",12:20 (00:20)
784,The Cosmos Is MINE!,4/24/2015,$5.99,N/A (N/A),"3,687 ±1,802",00:09 (00:03)
786,Hive,3/20/2014,$2.49,N/A (N/A),"8,757 ±2,778",01:50 (01:54)
787,Dwarf Tower,12/23/2014,$2.99,N/A (N/A),"11,753 ±3,218",01:45 (00:51)
788,Airship Dragoon,8/26/2014,$4.99,N/A (N/A),"9,909 ±2,955",00:12 (00:11)
789,UFO: Aftermath,4/23/2014,$0.99,N/A (N/A),"44,938 ±6,293",06:54 (01:35)
790,GemCraft - Chasing Shadows,4/30/2015,$4.99,N/A (N/A),"15,901 ±3,743",36:40 (13:13)
791,Sid Meier's Ace Patrol: Pacific Skies,11/5/2013,$2.49,N/A (N/A),"409,048 ±18,972",02:48 (01:38)
792,Steam Marines,9/24/2014,$5.09,N/A (N/A),"57,612 ±7,125",02:17 (00:30)
794,Alea Jacta Est,11/4/2014,$14.99,N/A (N/A),"2,074 ±1,352",04:53 (00:47)
796,UFHO2,6/2/2015,$6.49,N/A (N/A),"566 ±1,107",00:00 (00:00)
797,Disciples Sacred Lands Gold,10/7/2014,$1.59,N/A (N/A),"5,992 ±2,298",02:39 (02:44)
798,Slam Bolt Scrappers,3/14/2013,$1.99,N/A (N/A),"32,724 ±5,370",01:31 (00:55)
799,Claws & Feathers,3/26/2015,$3.49,N/A (N/A),"566 ±1,107",00:06 (00:06)
800,Wasteland 1 - The Original Classic,11/13/2013,$5.99,N/A (N/A),"387,846 ±18,474",01:52 (00:05)
802,12 Labours of Hercules,3/23/2015,$0.98,N/A (N/A),"13,597 ±3,461",03:35 (02:34)
803,Catan,8/14/2013,$8.49,N/A (N/A),"48,855 ±6,561",18:01 (01:57)
804,Rush for Glory,6/16/2014,$7.49,N/A (N/A),"38,024 ±5,788",00:34 (00:38)
805,Jagged Alliance Online - Steam Edition,6/5/2013,Free,N/A (N/A),"79,966 ±8,394",09:25 (01:23)
806,Battle Chess: Game of Kings™,3/17/2014,$9.99,N/A (N/A),"6,345 ±2,848",05:17 (02:43)
807,March of War: Face Off,4/9/2015,Free,N/A (N/A),"52,312 ±6,789",03:17 (00:30)
809,Cold Contract,2/24/2015,$4.99,N/A (N/A),"5,992 ±2,298",18:08 (06:02)
810,Reach for the Sun,11/7/2013,$2.49,N/A (N/A),"23,045 ±4,506",01:53 (01:11)
811,Battle Fleet 2,11/20/2014,$4.99,N/A (N/A),"11,753 ±3,218",07:35 (02:59)
812,Escape,4/20/2015,Free,N/A (N/A),"66,369 ±7,647",00:14 (00:06)
813,Arcane Worlds,1/28/2014,$9.99,N/A (N/A),"24,889 ±4,683",00:52 (00:39)
814,Anomaly Korea,11/6/2013,$1.99,N/A (N/A),"125,595 ±10,518",01:44 (00:56)
815,Distant Star: Revenant Fleet,4/7/2015,$6.45,N/A (N/A),"8,757 ±2,778",01:55 (00:42)
817,Bumbledore,3/15/2012,$1.24,N/A (N/A),"12,444 ±3,311",00:48 (00:35)
818,"Once Bitten, Twice Dead!",5/12/2015,$4.99,N/A (N/A),"4,379 ±1,964",04:10 (02:05)
819,Battle Group 2,6/13/2014,$1.59,N/A (N/A),"46,090 ±6,373",02:57 (02:24)
820,Etherium,3/25/2015,$23.99,N/A (N/A),"10,831 ±3,089",07:04 (02:05)
823,Ascension,12/16/2014,$9.99,N/A (N/A),"3,005 ±1,960",12:12 (04:22)
824,12 Labours of Hercules II: The Cretan Bull,6/5/2015,$0.98,N/A (N/A),"19,358 ±4,130",03:44 (02:48)
826,War of the Human Tanks,1/10/2014,$3.99,N/A (N/A),"43,785 ±6,211",03:34 (01:57)
827,Damned Nation Reborn,2/12/2015,$6.49,N/A (N/A),"6,453 ±2,384",00:30 (00:22)
830,7 Wonders: Ancient Alien Makeover,10/24/2012,$3.39,N/A (N/A),"16,131 ±3,770",12:04 (09:56)
831,TransOcean - The Shipping Company,9/23/2014,$13.99,N/A (N/A),"42,403 ±6,113",21:36 (10:31)
832,Cults and Daggers,2/12/2015,$29.99,N/A (N/A),"1,613 ±1,192",05:03 (06:22)
833,The Nightmare Cooperative,7/16/2014,$1.49,N/A (N/A),"49,547 ±6,607",00:50 (00:25)
834,Rise of Prussia Gold,5/7/2014,$9.99,N/A (N/A),"11,292 ±3,154",05:09 (01:19)
835,Babel Rising,8/7/2012,$5.99,N/A (N/A),"21,662 ±4,369",01:02 (00:48)
836,Snails,5/4/2015,$4.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
837,868-HACK,1/26/2015,$5.65,N/A (N/A),"2,535 ±1,494",01:27 (00:58)
838,Earth 2140 HD,11/15/2013,$4.99,N/A (N/A),"30,880 ±5,216",01:28 (00:20)
839,Urja,1/9/2015,$2.49,N/A (N/A),"9,218 ±2,850",02:16 (01:43)
840,Boid,1/8/2015,$4.19,N/A (N/A),"78,583 ±8,321",01:39 (00:51)
841,Famaze,5/5/2014,Free,N/A (N/A),"94,945 ±9,146",00:24 (00:09)
843,Star Ruler 2,3/27/2015,$14.99,N/A (N/A),"18,436 ±4,031",13:26 (07:34)
844,Highlands,4/21/2015,$9.89,N/A (N/A),"2,996 ±1,625",01:51 (02:12)
845,Eden Star :: Destroy - Build - Protect,1/30/2015,$19.99,N/A (N/A),"9,218 ±2,850",02:47 (01:51)
846,Synonymy,3/5/2015,$1.99,N/A (N/A),"3,687 ±1,802",01:36 (00:53)
847,The Hive,10/9/2014,$9.49,N/A (N/A),"2,535 ±1,494",00:54 (01:25)
848,Machines At War 3,7/23/2014,$7.49,N/A (N/A),"11,983 ±3,249",09:19 (10:38)
849,Pandora: First Contact,5/30/2014,$19.79,N/A (N/A),"31,341 ±5,255",20:24 (08:01)
850,Kaiju-A-GoGo,4/23/2015,$9.74,N/A (N/A),"3,687 ±1,802",13:11 (11:15)
851,Conquest of Champions,4/23/2014,Free,N/A (N/A),"81,118 ±8,454",04:01 (00:21)
852,Pixel: ru²,3/6/2015,$8.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
853,Civil War II,7/3/2014,$29.99,N/A (N/A),"4,609 ±2,015",25:26 (66:06)
854,Falling Skies: The Game,9/30/2014,$9.99,N/A (N/A),"1,844 ±1,274",14:36 (31:00)
856,Chainsaw Warrior,10/7/2013,$2.49,N/A (N/A),"18,436 ±4,031",02:44 (01:27)
857,Combat Monsters,1/20/2015,Free,N/A (N/A),"64,295 ±7,527",04:27 (00:41)
858,Supreme Ruler Ultimate,10/17/2014,$14.99,N/A (N/A),"9,679 ±2,920",19:11 (09:14)
859,Pike & Shot,10/17/2014,$29.99,N/A (N/A),"1,613 ±1,192",22:01 (14:17)
860,Defense Zone 2,5/30/2014,$4.99,N/A (N/A),"3,687 ±1,802",32:48 (28:03)
861,Egyptian Settlement Gold,5/12/2015,$7.99,N/A (N/A),"566 ±1,107",00:43 (00:43)
863,BattleLore: Command,3/31/2015,$3.99,N/A (N/A),"2,074 ±1,352",07:10 (07:40)
865,WolfWars,1/2/2015,$4.99,N/A (N/A),"1,152 ±1,007",01:52 (01:28)
867,Ichi,6/12/2014,$0.49,N/A (N/A),"39,407 ±5,893",01:17 (00:56)
868,Jagged Alliance 2 - Wildfire,11/16/2012,$6.99,N/A (N/A),"66,600 ±7,660",07:40 (01:12)
869,Kingdom Elemental,5/2/2014,$3.99,N/A (N/A),"19,819 ±4,179",00:15 (00:13)
871,Littlewitch Romanesque: Editio Regia,4/3/2015,$19.99,N/A (N/A),"1,383 ±1,103",04:41 (04:41)
872,Theatre of War 2: Kursk 1943,7/9/2010,$2.49,N/A (N/A),"57,612 ±7,125",10:30 (01:05)
873,Astro Emporia,2/2/2015,$2.24,N/A (N/A),"8,527 ±2,741",02:25 (01:20)
874,SpellForce 2 - Demons of the Past,1/16/2014,$9.99,N/A (N/A),"58,534 ±7,182",11:11 (02:12)
875,Fritz for Fun 13,12/10/2014,$4.99,N/A (N/A),"566 ±1,107",01:40 (01:40)
876,Dungeonmans,12/9/2014,$10.04,N/A (N/A),"11,062 ±3,122",15:55 (09:23)
877,Lux Delux,5/1/2015,$5.99,N/A (N/A),"2,765 ±1,561",09:36 (15:18)
878,On My Own,2/23/2015,$4.99,N/A (N/A),"1,613 ±1,192",00:34 (00:33)
879,Neocolonialism,12/1/2014,$4.99,N/A (N/A),"16,131 ±3,770",01:45 (01:52)
880,X-Tension,10/8/2010,$2.49,N/A (N/A),"188,508 ±12,885",02:02 (00:08)
881,Hegemony Rome: The Rise of Caesar,5/15/2014,$7.49,N/A (N/A),"46,090 ±6,373",15:13 (02:34)
882,Sentinel,4/22/2014,$0.89,N/A (N/A),"21,662 ±4,369",00:53 (00:44)
883,Victory Command,5/19/2015,Free,N/A (N/A),"134,352 ±10,879",01:31 (00:16)
884,Graviteam Tactics: Operation Star,2/11/2014,$4.49,N/A (N/A),"8,757 ±2,778",06:26 (02:31)
886,Star Nomad,12/29/2014,$0.99,N/A (N/A),"6,453 ±2,384",00:31 (00:30)
888,Two Worlds II Castle Defense,6/14/2011,$2.49,N/A (N/A),"128,360 ±10,634",01:33 (00:41)
889,RPG Tycoon,8/4/2014,$6.29,N/A (N/A),"16,592 ±3,824",01:35 (00:48)
890,Arcadecraft,5/22/2014,$2.49,N/A (N/A),"2,074 ±1,352",01:56 (01:39)
892,Lilly and Sasha: Nexus of Souls,5/25/2015,$6.02,N/A (N/A),"7,835 ±2,627",01:02 (01:00)
894,The Defenders: The Second Wave,3/30/2015,$2.99,N/A (N/A),"13,366 ±3,432",01:26 (01:29)
895,OMG Zombies!,2/13/2014,$0.49,N/A (N/A),"17,284 ±3,903",04:56 (01:54)
896,Elven Legacy: Siege,11/17/2009,$1.24,N/A (N/A),"47,012 ±6,436",00:52 (00:26)
897,Harvest: Massive Encounter,1/23/2009,$9.99,N/A (N/A),"44,707 ±6,276",04:33 (01:27)
898,Fat Chicken,12/4/2014,$9.99,N/A (N/A),"8,527 ±2,741",02:53 (02:38)
899,Wildlife Park 2,7/17/2014,$5.59,N/A (N/A),"25,580 ±4,748",07:14 (03:40)
900,WazHack,2/17/2014,$4.49,N/A (N/A),"18,666 ±4,056",12:09 (04:27)
901,Streets of Chaos,1/28/2015,$1.79,N/A (N/A),"14,749 ±3,605",00:41 (00:31)
902,Reassembly,2/19/2015,$11.99,N/A (N/A),"21,201 ±4,322",20:33 (16:10)
904,Battle Brothers,4/27/2015,$17.99,N/A (N/A),"6,222 ±2,341",19:55 (12:28)
905,Oddworld: Munch's Oddysee,12/20/2010,$2.49,N/A (N/A),"175,602 ±12,436",03:01 (00:42)
906,Solar Flux,10/24/2013,$2.49,N/A (N/A),"55,999 ±7,024",01:37 (01:14)
907,Rooster Teeth vs. Zombiens,12/19/2014,$2.99,N/A (N/A),"3,339 ±2,066",00:22 (00:33)
908,Defense Zone,7/14/2014,$4.99,N/A (N/A),"2,074 ±1,352",20:12 (32:24)
909,Evopollution,4/23/2014,$4.99,N/A (N/A),"4,379 ±1,964",01:22 (01:49)
910,Breezeblox,5/15/2015,$4.49,N/A (N/A),"566 ±1,107",02:13 (02:13)
911,Interplanetary,5/12/2015,$7.49,N/A (N/A),"37,794 ±5,771",04:10 (02:44)
912,Flamberge,3/1/2015,$9.99,N/A (N/A),"566 ±1,107",00:04 (00:04)
913,Not The Robots,12/12/2013,$1.99,N/A (N/A),"104,624 ±9,601",01:58 (01:42)
914,The Tiny Tale 2,1/30/2015,$6.99,N/A (N/A),"4,148 ±1,912",01:28 (01:18)
915,Codename: Panzers - Cold War,5/6/2009,$9.99,N/A (N/A),"11,292 ±3,154",08:54 (05:30)
916,Galactic Inheritors,6/9/2015,$16.49,N/A (N/A),"1,336 ±1,307",00:17 (00:16)
918,Relativity Wars - A Science Space RTS,4/10/2015,$10.99,N/A (N/A),668 ±924,00:06 (00:03)
919,Aeon Command,7/3/2014,$0.74,N/A (N/A),"20,510 ±4,251",02:20 (01:04)
920,Demise of Nations: Rome,4/21/2015,Free,N/A (N/A),"26,732 ±4,853",03:24 (00:10)
921,Beware Planet Earth,4/11/2014,$3.39,N/A (N/A),"10,370 ±3,023",04:13 (02:14)
922,Farlight Explorers,3/11/2015,$12.05,N/A (N/A),"2,535 ±1,494",04:13 (01:29)
923,King Arthur - The Role-playing Wargame,11/24/2009,$2.49,N/A (N/A),"257,873 ±15,068",14:48 (02:29)
924,Towers of Altrac,1/5/2015,$9.99,N/A (N/A),"7,605 ±2,589",09:11 (05:38)
925,Fleet Command,10/26/2006,$1.99,N/A (N/A),"35,259 ±5,574",08:26 (01:06)
927,The Curious Expedition,5/19/2015,$14.99,N/A (N/A),"9,448 ±2,885",05:56 (04:00)
929,Arma: Gold Edition,7/13/2011,$1.99,N/A (N/A),"331,847 ±17,091",03:42 (00:24)
930,KnightShift,9/27/2013,$6.99,N/A (N/A),"436,241 ±19,591",01:01 (00:08)
932,MOAI: Build Your Dream,2/26/2015,$4.68,N/A (N/A),"4,379 ±1,964",06:53 (04:16)
933,Scrabble,6/10/2013,$4.99,N/A (N/A),"2,765 ±1,561",73:16 (141:18)
934,Burnstar,3/18/2015,$6.49,N/A (N/A),668 ±924,00:29 (00:14)
935,Close Combat - Gateway to Caen,6/6/2014,$29.99,N/A (N/A),"12,214 ±3,281",23:58 (10:40)
936,"Demolition, Inc.",9/19/2011,$5.99,N/A (N/A),"87,110 ±8,761",02:05 (01:15)
937,Sorcerer King,10/2/2014,$35.99,N/A (N/A),"4,609 ±2,015",33:38 (09:55)
938,ShellShock Live,3/11/2015,$5.24,N/A (N/A),"3,226 ±1,686",22:34 (05:37)
939,War of the Human Tanks - ALTeR,2/13/2015,$8.70,N/A (N/A),"1,613 ±1,192",10:15 (04:40)
940,TerraTech,2/6/2015,$14.99,N/A (N/A),"12,675 ±3,342",09:10 (02:38)
941,Martial Law,5/26/2015,$5.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
942,Pre-Civilization Marble Age,3/4/2015,$2.49,N/A (N/A),"17,975 ±3,980",05:48 (03:19)
943,Command H.Q.,11/6/2014,$3.49,N/A (N/A),"6,453 ±2,384",00:04 (00:03)
944,Reversi,3/19/2015,$2.49,N/A (N/A),"1,002 ±1,131",00:51 (00:36)
945,The Game of Life,6/10/2013,$4.99,N/A (N/A),"6,222 ±2,341",01:49 (01:10)
946,1849,5/8/2014,$8.99,N/A (N/A),"16,823 ±3,850",09:57 (04:29)
947,Leviathan: Warships,4/30/2013,$2.49,N/A (N/A),"267,091 ±15,335",02:51 (00:52)
948,Abyss Raiders: Uncharted,4/30/2015,$7.49,N/A (N/A),"4,609 ±2,015",01:14 (01:15)
949,Transport Giant,9/5/2014,$5.09,N/A (N/A),"6,913 ±2,468",15:27 (05:02)
950,Age of Wonders,10/1/2010,$2.99,N/A (N/A),"85,266 ±8,667",18:56 (01:09)
951,Bloodsports.TV,3/30/2015,$6.69,N/A (N/A),"38,024 ±5,788",04:40 (02:57)
952,Spellcrafter,5/4/2015,$2.49,N/A (N/A),"1,131 ±1,566",06:05 (06:05)
953,Rime Berta,12/16/2014,$14.99,N/A (N/A),"25,349 ±4,726",03:56 (02:24)
954,Crossfire: Dungeons,5/21/2015,$2.99,N/A (N/A),"566 ±1,107",00:14 (00:14)
955,Gardens Inc. – From Rakes to Riches,3/25/2014,$3.39,N/A (N/A),"2,996 ±1,625",05:24 (04:36)
956,Cuban Missile Crisis,3/25/2015,$0.99,N/A (N/A),"2,004 ±1,600",02:03 (01:12)
957,Elder Sign: Omens,11/27/2013,$14.99,N/A (N/A),"8,757 ±2,778",13:07 (05:26)
958,Siege of Turtle Enclave,2/13/2015,$4.99,N/A (N/A),"9,909 ±2,955",01:36 (01:03)
959,Gods vs Humans,10/10/2014,$1.74,N/A (N/A),"14,518 ±3,577",00:38 (00:33)
960,The Campaign Series: Fall Weiss,5/30/2014,$3.74,N/A (N/A),"22,584 ±4,461",03:04 (02:22)
961,Solar System Conflict,4/6/2015,$19.99,N/A (N/A),"1,002 ±1,131",00:37 (00:36)
962,Ninja Cats vs Samurai Dogs,2/21/2014,$2.49,N/A (N/A),"8,296 ±2,704",01:23 (01:17)
963,Pixel Puzzles 2: Birds,2/20/2015,$3.39,N/A (N/A),"2,829 ±2,477",07:23 (08:58)
964,Club Manager 2015,12/4/2014,$20.09,N/A (N/A),"2,074 ±1,352",17:54 (16:13)
965,World War 2: Time of Wrath,6/6/2014,$2.49,N/A (N/A),"16,592 ±3,824",10:01 (01:22)
967,Geneforge 1,12/1/2001,$5.99,N/A (N/A),"75,357 ±8,148",03:48 (00:37)
968,Escape Machines,4/14/2015,$0.14,N/A (N/A),"22,354 ±4,438",00:47 (00:32)
970,Dungeon Warfare,3/17/2015,$5.99,N/A (N/A),"4,379 ±1,964",79:27 (131:45)
972,Braveland Wizard,12/4/2014,$2.79,N/A (N/A),"5,070 ±2,113",03:01 (01:54)
973,Legions of Ashworld,7/4/2014,$4.99,N/A (N/A),"7,374 ±2,549",02:51 (02:55)
974,Kill The Bad Guy,5/28/2014,$4.99,N/A (N/A),"40,098 ±5,944",01:21 (00:53)
975,Interloper,5/21/2015,$8.03,N/A (N/A),"1,152 ±1,007",02:57 (03:29)
976,Z,7/4/2014,$2.37,N/A (N/A),"41,020 ±6,012",02:27 (01:56)
977,FACTIONS: Origins of Malu,3/23/2015,$19.99,N/A (N/A),"566 ±1,107",00:09 (00:09)
978,X-COM: Apocalypse,9/4/2008,$2.49,N/A (N/A),"495,466 ±20,876",10:11 (00:17)
979,SunAge: Battle for Elysium,12/15/2014,$7.19,N/A (N/A),"3,457 ±1,745",07:53 (07:37)
980,Direct Hit: Missile War,8/7/2014,$9.99,N/A (N/A),"566 ±1,107",00:41 (00:41)
982,Age of Fear 2,3/27/2015,$6.49,N/A (N/A),"1,383 ±1,103",09:15 (08:27)
983,Hexus,9/17/2014,$0.99,N/A (N/A),"4,839 ±2,065",04:04 (01:23)
984,Dungeon of Elements,6/12/2014,$4.99,N/A (N/A),"40,098 ±5,944",04:07 (04:15)
986,ReignMaker,4/16/2014,$7.49,N/A (N/A),"56,921 ±7,082",03:23 (01:28)
987,Starlight Tactics,4/7/2015,$9.99,N/A (N/A),668 ±924,00:44 (00:43)
988,FX Football - The Manager for Every Football Fan,6/2/2014,$2.99,N/A (N/A),"17,745 ±3,954",06:04 (02:02)
989,Ironclads: Schleswig War 1864,6/21/2011,$1.99,N/A (N/A),"35,489 ±5,592",00:12 (00:16)
990,The Bluecoats: North vs South,2/2/2015,$1.49,N/A (N/A),"10,370 ±3,023",00:55 (00:57)
992,Kingdoms CCG,1/22/2015,Free,N/A (N/A),"33,876 ±5,464",03:09 (00:16)
993,Chainsaw Warrior: Lords of the Night,2/17/2015,$2.99,N/A (N/A),"1,844 ±1,274",01:53 (01:05)
994,Arma Tactics,10/1/2013,$1.79,N/A (N/A),"250,498 ±14,851",01:54 (00:41)
995,Evolution RTS,4/7/2014,Free,N/A (N/A),"75,587 ±8,161",02:03 (00:10)
996,Software Inc.,5/1/2015,$11.99,N/A (N/A),"7,835 ±2,627",05:27 (04:16)
997,Memoir '44 Online,10/12/2011,Free,N/A (N/A),"141,035 ±11,146",07:32 (01:52)
998,Dungeon Dashers,10/25/2013,$9.99,N/A (N/A),"9,679 ±2,920",02:20 (01:17)
999,Everyday Genius: SquareLogic,10/21/2009,$4.99,N/A (N/A),"17,053 ±3,876",21:48 (09:11)
1000,Sentinels of the Multiverse,12/22/2014,$14.99,N/A (N/A),"7,374 ±2,549",16:45 (07:53)
1001,Battle of Empires : 1914-1918,4/22/2015,$22.49,N/A (N/A),"18,666 ±4,056",10:32 (05:54)
1002,Khet 2.0,10/1/2014,$2.49,N/A (N/A),"2,765 ±1,561",01:10 (00:41)
1003,The Promised Land,4/25/2014,$2.79,N/A (N/A),"9,448 ±2,885",08:56 (06:46)
1004,Waste Walkers,6/1/2015,$4.99,N/A (N/A),"3,918 ±1,858",01:31 (01:58)
1006,Cuban Missile Crisis: Ice Crusade,3/25/2015,$0.99,N/A (N/A),"1,844 ±1,274",02:54 (03:39)
1007,Victory At Sea,8/8/2014,$16.74,N/A (N/A),"13,366 ±3,432",13:21 (07:35)
1008,Dungeoncraft,6/5/2015,$9.99,N/A (N/A),"566 ±1,107",00:06 (00:06)
1009,Unclaimed World,3/26/2014,$11.19,N/A (N/A),"5,300 ±2,161",04:21 (01:40)
1010,Wildlife Park - Wild Creatures,4/1/2015,$5.99,N/A (N/A),"566 ±1,107",00:00 (00:00)
1011,Front Office Football Seven,2/4/2015,$17.49,N/A (N/A),"3,226 ±1,686",20:56 (16:48)
1012,Poof,11/8/2013,$2.37,N/A (N/A),"40,098 ±5,944",01:52 (00:59)
1014,Shattered Planet,7/3/2014,$3.74,N/A (N/A),"52,312 ±6,789",03:11 (01:49)
1015,Monopoly,11/30/2012,$4.99,N/A (N/A),"27,193 ±4,895",62:18 (02:48)
1016,Geneforge 3,4/1/2005,$5.99,N/A (N/A),"75,357 ±8,148",08:52 (01:54)
1017,Ultimate Space Commando,5/12/2015,$9.99,N/A (N/A),"1,152 ±1,007",00:32 (00:10)
1018,Antisquad,5/22/2014,$4.49,N/A (N/A),"45,859 ±6,357",03:58 (01:22)
1020,Battle Mages: Sign of Darkness,7/24/2014,$1.24,N/A (N/A),"3,687 ±1,802",01:33 (02:00)
1021,Battleship,6/10/2013,$4.99,N/A (N/A),"1,613 ±1,192",02:33 (04:18)
1022,Merchants of Kaidan,11/10/2014,$3.74,N/A (N/A),"40,098 ±5,944",03:38 (03:10)
1023,Boss Monster,5/8/2015,$6.99,N/A (N/A),"2,765 ±1,561",01:32 (01:54)
1024,7 Wonders of the Ancient World,2/18/2014,$2.37,N/A (N/A),"5,531 ±2,207",04:29 (02:54)
1025,Worms Crazy Golf,10/19/2011,$2.49,N/A (N/A),"390,842 ±18,545",01:38 (00:29)
1026,It's A Wipe!,12/11/2014,$3.99,N/A (N/A),"6,453 ±2,384",04:47 (03:20)
1029,Original War,1/27/2014,$0.99,N/A (N/A),"38,715 ±5,841",07:34 (01:01)
1031,Gold Rush! Anniversary,11/7/2014,$9.99,N/A (N/A),"2,074 ±1,352",03:04 (02:39)
1032,Highborn,2/19/2013,$9.99,N/A (N/A),"15,210 ±3,661",06:10 (01:29)
1033,Fort Defense,5/22/2015,$4.01,N/A (N/A),"8,757 ±2,778",04:56 (07:52)
1034,GhostControl Inc.,6/6/2014,$7.49,N/A (N/A),"4,148 ±1,912",04:59 (05:09)
1035,Kingdom Wars 2: Battles,3/30/2015,$21.24,N/A (N/A),"8,066 ±2,666",08:15 (02:19)
1036,Race To Mars,3/7/2014,$14.99,N/A (N/A),"5,300 ±2,161",01:52 (01:23)
1037,Loot Hunter,1/23/2015,$3.99,N/A (N/A),"3,918 ±1,858",04:05 (02:11)
1038,Citadels,7/25/2013,$7.49,N/A (N/A),"29,267 ±5,078",05:51 (02:33)
